No	ai0
122	0.0002367236
123	0.0002366789
124	0.0002365969
125	0.0002366007
126	0.0002366789
127	0.0002367161
128	0.0002366267
129	0.0002367832
130	0.0002366081
131	0.0002366267
132	0.0002367869
133	0.0002367087
134	0.0002364442
135	0.0002367459
136	0.0002367720
137	0.0002368391
138	0.0002367944
139	0.0002367050
140	0.0002366193
141	0.0002366714
142	0.0002366044
143	0.0002366640
144	0.0002365634
145	0.0002364963
146	0.0002367236
147	0.0002365969
148	0.0002365485
149	0.0002365373
150	0.0002365448
151	0.0002366677
152	0.0002366640
153	0.0002365299
154	0.0002365187
155	0.0002365895
156	0.0002366379
157	0.0002367012
158	0.0002366193
159	0.0002365038
160	0.0002364814
161	0.0002366826
162	0.0002367608
163	0.0002365299
164	0.0002366118
165	0.0002365522
166	0.0002367273
167	0.0002365634
168	0.0002365336
169	0.0002365150
170	0.0002365895
171	0.0002365634
172	0.0002365112
173	0.0002364591
174	0.0002364032
175	0.0002364516
176	0.0002366603
177	0.0002366267
178	0.0002364777
179	0.0002364442
180	0.0002364442
181	0.0002365895
182	0.0002365858
183	0.0002363548
184	0.0002363473
185	0.0002365299
186	0.0002365112
187	0.0002365820
188	0.0002365485
189	0.0002364367
190	0.0002364740
191	0.0002365038
192	0.0002365895
193	0.0002365597
194	0.0002363995
195	0.0002364256
196	0.0002363995
197	0.0002366230
198	0.0002364777
199	0.0002364256
200	0.0002365261
201	0.0002363995
202	0.0002364703
203	0.0002364777
204	0.0002363362
205	0.0002363585
206	0.0002365187
207	0.0002365522
208	0.0002365522
209	0.0002364740
210	0.0002365746
211	0.0002363771
212	0.0002364591
213	0.0002364628
214	0.0002365001
215	0.0002364181
216	0.0002364293
217	0.0002365410
218	0.0002364405
219	0.0002364367
220	0.0002363883
221	0.0002364405
222	0.0002365485
223	0.0002364554
224	0.0002363660
225	0.0002363622
226	0.0002363920
227	0.0002363399
228	0.0002365448
229	0.0002363660
230	0.0002363399
231	0.0002364591
232	0.0002364442
233	0.0002364367
234	0.0002363622
235	0.0002363660
236	0.0002363846
237	0.0002363660
238	0.0002363771
239	0.0002362952
240	0.0002363362
241	0.0002364516
242	0.0002364777
243	0.0002364330
244	0.0002362877
245	0.0002363809
246	0.0002363622
247	0.0002364703
248	0.0002364703
249	0.0002362579
250	0.0002363660
251	0.0002363399
252	0.0002363846
253	0.0002364628
254	0.0002363771
255	0.0002363734
256	0.0002363660
257	0.0002363622
258	0.0002364442
259	0.0002362728
260	0.0002362356
261	0.0002361275
262	0.0002362989
263	0.0002363436
264	0.0002362095
265	0.0002361946
266	0.0002362579
267	0.0002363920
268	0.0002364293
269	0.0002363697
270	0.0002362617
271	0.0002362281
272	0.0002364144
273	0.0002364256
274	0.0002363138
275	0.0002362803
276	0.0002361871
277	0.0002362654
278	0.0002364591
279	0.0002362654
280	0.0002362542
281	0.0002361685
282	0.0002363213
283	0.0002363548
284	0.0002362728
285	0.0002363511
286	0.0002362318
287	0.0002362318
288	0.0002363213
289	0.0002361685
290	0.0002362393
291	0.0002362095
292	0.0002362952
293	0.0002363213
294	0.0002363287
295	0.0002363213
296	0.0002361536
297	0.0002361797
298	0.0002363250
299	0.0002362058
300	0.0002363138
301	0.0002361760
302	0.0002361126
303	0.0002362877
304	0.0002361871
305	0.0002361350
306	0.0002361313
307	0.0002362542
308	0.0002362505
309	0.0002362207
310	0.0002361052
311	0.0002361089
312	0.0002362542
313	0.0002363175
314	0.0002361760
315	0.0002361350
316	0.0002361350
317	0.0002362169
318	0.0002362169
319	0.0002361722
320	0.0002362207
321	0.0002361462
322	0.0002362840
323	0.0002362467
324	0.0002362691
325	0.0002361760
326	0.0002360419
327	0.0002361797
328	0.0002362617
329	0.0002361424
330	0.0002360530
331	0.0002361350
332	0.0002362393
333	0.0002362132
334	0.0002361648
335	0.0002361052
336	0.0002361052
337	0.0002362132
338	0.0002361685
339	0.0002362467
340	0.0002361946
341	0.0002362020
342	0.0002361722
343	0.0002362207
344	0.0002360456
345	0.0002361685
346	0.0002361313
347	0.0002360940
348	0.0002362728
349	0.0002360828
350	0.0002360717
351	0.0002361983
352	0.0002360419
353	0.0002360828
354	0.0002360679
355	0.0002361052
356	0.0002360121
357	0.0002360791
358	0.0002361462
359	0.0002360940
360	0.0002360605
361	0.0002360866
362	0.0002360419
363	0.0002361238
364	0.0002362840
365	0.0002360232
366	0.0002360791
367	0.0002361499
368	0.0002361201
369	0.0002360605
370	0.0002360381
371	0.0002360307
372	0.0002360903
373	0.0002361313
374	0.0002358966
375	0.0002359413
376	0.0002360642
377	0.0002360270
378	0.0002361350
379	0.0002359599
380	0.0002359823
381	0.0002359636
382	0.0002359711
383	0.0002361387
384	0.0002360307
385	0.0002359301
386	0.0002360009
387	0.0002360493
388	0.0002361238
389	0.0002360195
390	0.0002359711
391	0.0002360940
392	0.0002359934
393	0.0002360493
394	0.0002360493
395	0.0002359226
396	0.0002360121
397	0.0002360344
398	0.0002359450
399	0.0002358928
400	0.0002359823
401	0.0002360195
402	0.0002360717
403	0.0002360083
404	0.0002360717
405	0.0002359525
406	0.0002359674
407	0.0002359972
408	0.0002359860
409	0.0002360754
410	0.0002359934
411	0.0002360009
412	0.0002359375
413	0.0002360717
414	0.0002359860
415	0.0002359674
416	0.0002360605
417	0.0002360344
418	0.0002360009
419	0.0002359152
420	0.0002358779
421	0.0002359972
422	0.0002360642
423	0.0002358854
424	0.0002359823
425	0.0002362803
426	0.0002360232
427	0.0002362020
428	0.0002359972
429	0.0002358779
430	0.0002358183
431	0.0002358258
432	0.0002360270
433	0.0002360195
434	0.0002359748
435	0.0002358742
436	0.0002358519
437	0.0002359115
438	0.0002415367
439	0.0002641343
440	0.0002359152
441	0.0002299622
442	0.0002304502
443	0.0002306476
444	0.0002690368
445	0.0002369918
446	0.0002349988
447	0.0002352111
448	0.0002357513
449	0.0002354942
450	0.0002358295
451	0.0002346300
452	0.0002349503
453	0.0002361089
454	0.0002348870
455	0.0002353937
456	0.0002357103
457	0.0002350062
458	0.0002355091
459	0.0002357252
460	0.0002352558
461	0.0002358854
462	0.0002353750
463	0.0002357848
464	0.0002357476
465	0.0002356433
466	0.0002358556
467	0.0002361983
468	0.0002351478
469	0.0002359301
470	0.0002349466
471	0.0002349988
472	0.0002355911
473	0.0002356619
474	0.0002361387
475	0.0002357811
476	0.0002349802
477	0.0002356656
478	0.0002351254
479	0.0002351925
480	0.0002350584
481	0.0002356917
482	0.0002351850
483	0.0002354607
484	0.0002351403
485	0.0002349727
486	0.0002356842
487	0.0002350472
488	0.0002350584
489	0.0002350100
490	0.0002352931
491	0.0002351031
492	0.0002353341
493	0.0002352186
494	0.0002353862
495	0.0002346337
496	0.0002350472
497	0.0002349541
498	0.0002346225
499	0.0002343543
500	0.0002346933
501	0.0002343655
502	0.0002356433
503	0.0002347864
504	0.0002351180
505	0.0002340078
506	0.0002350882
507	0.0002348796
508	0.0002344586
509	0.0002344884
510	0.0002344996
511	0.0002342314
512	0.0002349317
513	0.0002344735
514	0.0002339706
515	0.0002342984
516	0.0002347976
517	0.0002343916
518	0.0002344586
519	0.0002345108
520	0.0002344251
521	0.0002339631
522	0.0002339594
523	0.0002347008
524	0.0002338588
525	0.0002348200
526	0.0002350845
527	0.0002343506
528	0.0002346337
529	0.0002346710
530	0.0002344996
531	0.0002343878
532	0.0002348274
533	0.0002341531
534	0.0002340526
535	0.0002346859
536	0.0002343059
537	0.0002351031
538	0.0002344474
539	0.0002341569
540	0.0002344921
541	0.0002344549
542	0.0002341569
543	0.0002341829
544	0.0002340526
545	0.0002339296
546	0.0002345741
547	0.0002342239
548	0.0002344027
549	0.0002340526
550	0.0002339408
551	0.0002345853
552	0.0002344325
553	0.0002338067
554	0.0002339929
555	0.0002340228
556	0.0002341010
557	0.0002339557
558	0.0002339482
559	0.0002338737
560	0.0002341084
561	0.0002338365
562	0.0002340228
563	0.0002339706
564	0.0002340339
565	0.0002340898
566	0.0002339035
567	0.0002340824
568	0.0002335683
569	0.0002343878
570	0.0002338924
571	0.0002336688
572	0.0002337843
573	0.0002339110
574	0.0002341047
575	0.0002339408
576	0.0002336800
577	0.0002337098
578	0.0002339818
579	0.0002335832
580	0.0002338812
581	0.0002340637
582	0.0002335236
583	0.0002336688
584	0.0002336353
585	0.0002336316
586	0.0002341233
587	0.0002336428
588	0.0002335347
589	0.0002338700
590	0.0002339445
591	0.0002335794
592	0.0002337359
593	0.0002334789
594	0.0002334379
595	0.0002335198
596	0.0002338477
597	0.0002333895
598	0.0002333820
599	0.0002334677
600	0.0002339929
601	0.0002334900
602	0.0002332591
603	0.0002335683
604	0.0002335608
605	0.0002339669
606	0.0002332181
607	0.0002330728
608	0.0002333224
609	0.0002336353
610	0.0002333298
611	0.0002334342
612	0.0002335496
613	0.0002331920
614	0.0002331995
615	0.0002336987
616	0.0002336055
617	0.0002332926
618	0.0002329722
619	0.0002335683
620	0.0002330244
621	0.0002329983
622	0.0002328493
623	0.0002329424
624	0.0002332293
625	0.0002330057
626	0.0002329797
627	0.0002330169
628	0.0002331920
629	0.0002328791
630	0.0002328567
631	0.0002326407
632	0.0002328195
633	0.0002332442
634	0.0002327524
635	0.0002332330
636	0.0002329871
637	0.0002331510
638	0.0002327971
639	0.0002330169
640	0.0002327413
641	0.0002329648
642	0.0002326965
643	0.0002330542
644	0.0002329983
645	0.0002329983
646	0.0002327748
647	0.0002328530
648	0.0002329648
649	0.0002331361
650	0.0002326481
651	0.0002326742
652	0.0002328381
653	0.0002329648
654	0.0002329871
655	0.0002329089
656	0.0002325066
657	0.0002327077
658	0.0002325699
659	0.0002328418
660	0.0002326369
661	0.0002323128
662	0.0002325475
663	0.0002330467
664	0.0002327524
665	0.0002324581
666	0.0002324097
667	0.0002328344
668	0.0002324395
669	0.0002324544
670	0.0002326146
671	0.0002328828
672	0.0002325960
673	0.0002327375
674	0.0002325401
675	0.0002327971
676	0.0002324544
677	0.0002325028
678	0.0002324730
679	0.0002327822
680	0.0002324991
681	0.0002323650
682	0.0002325513
683	0.0002326146
684	0.0002326481
685	0.0002323501
686	0.0002323538
687	0.0002321415
688	0.0002325326
689	0.0002327711
690	0.0002323650
691	0.0002324768
692	0.0002324656
693	0.0002324693
694	0.0002323538
695	0.0002325513
696	0.0002325922
697	0.0002324619
698	0.0002325289
699	0.0002323687
700	0.0002326332
701	0.0002323426
702	0.0002321899
703	0.0002321974
704	0.0002324954
705	0.0002320372
706	0.0002321005
707	0.0002324022
708	0.0002323352
709	0.0002322979
710	0.0002321825
711	0.0002321080
712	0.0002320968
713	0.0002324246
714	0.0002322793
715	0.0002320483
716	0.0002323240
717	0.0002320670
718	0.0002321564
719	0.0002321750
720	0.0002320819
721	0.0002320148
722	0.0002321936
723	0.0002322868
724	0.0002320744
725	0.0002319850
726	0.0002321899
727	0.0002323166
728	0.0002322644
729	0.0002322383
730	0.0002320334
731	0.0002320334
732	0.0002321117
733	0.0002322234
734	0.0002319142
735	0.0002320968
736	0.0002320632
737	0.0002323315
738	0.0002321303
739	0.0002318919
740	0.0002321415
741	0.0002317950
742	0.0002318397
743	0.0002321974
744	0.0002318546
745	0.0002318695
746	0.0002318956
747	0.0002317913
748	0.0002319291
749	0.0002316982
750	0.0002318062
751	0.0002320260
752	0.0002320558
753	0.0002318993
754	0.0002317876
755	0.0002317727
756	0.0002319925
757	0.0002318397
758	0.0002319701
759	0.0002319217
760	0.0002316721
761	0.0002316497
762	0.0002319142
763	0.0002317913
764	0.0002316870
765	0.0002317280
766	0.0002319813
767	0.0002318174
768	0.0002317280
769	0.0002315417
770	0.0002319440
771	0.0002316833
772	0.0002318360
773	0.0002316758
774	0.0002317689
775	0.0002318323
776	0.0002315045
777	0.0002316386
778	0.0002316758
779	0.0002316274
780	0.0002318025
781	0.0002316795
782	0.0002315380
783	0.0002316833
784	0.0002314039
785	0.0002318099
786	0.0002315156
787	0.0002319403
788	0.0002314635
789	0.0002315641
790	0.0002315603
791	0.0002315417
792	0.0002316199
793	0.0002315566
794	0.0002314598
795	0.0002316870
796	0.0002315603
797	0.0002317429
798	0.0002314262
799	0.0002315380
800	0.0002314113
801	0.0002317093
802	0.0002313480
803	0.0002316162
804	0.0002313517
805	0.0002312958
806	0.0002313554
807	0.0002315566
808	0.0002313033
809	0.0002314262
810	0.0002314747
811	0.0002314337
812	0.0002317503
813	0.0002317727
814	0.0002313294
815	0.0002312064
816	0.0002314709
817	0.0002312847
818	0.0002313890
819	0.0002313256
820	0.0002313964
821	0.0002315864
822	0.0002314523
823	0.0002315417
824	0.0002309196
825	0.0002314188
826	0.0002313443
827	0.0002313182
828	0.0002315678
829	0.0002317801
830	0.0002314150
831	0.0002306327
832	0.0002313219
833	0.0002309643
834	0.0002310686
835	0.0002309755
836	0.0002310388
837	0.0002310053
838	0.0002310313
839	0.0002309308
840	0.0002309643
841	0.0002309978
842	0.0002309829
843	0.0002309121
844	0.0002308898
845	0.0002310127
846	0.0002310276
847	0.0002309829
848	0.0002308749
849	0.0002307110
850	0.0002309196
851	0.0002309941
852	0.0002309382
853	0.0002308600
854	0.0002309233
855	0.0002309010
856	0.0002308414
857	0.0002308376
858	0.0002309196
859	0.0002306812
860	0.0002308116
861	0.0002308898
862	0.0002309121
863	0.0002307743
864	0.0002307184
865	0.0002307631
866	0.0002308861
867	0.0002308004
868	0.0002306923
869	0.0002307929
870	0.0002309531
871	0.0002308637
872	0.0002309345
873	0.0002306663
874	0.0002306774
875	0.0002307519
876	0.0002308637
877	0.0002307594
878	0.0002306737
879	0.0002308972
880	0.0002307817
881	0.0002308302
882	0.0002308898
883	0.0002307370
884	0.0002306104
885	0.0002307072
886	0.0002307408
887	0.0002308116
888	0.0002306625
889	0.0002306141
890	0.0002306700
891	0.0002307892
892	0.0002306961
893	0.0002307259
894	0.0002306998
895	0.0002306104
896	0.0002308078
897	0.0002306998
898	0.0002306886
899	0.0002306067
900	0.0002307855
901	0.0002307668
902	0.0002307743
903	0.0002306625
904	0.0002306402
905	0.0002305247
906	0.0002306663
907	0.0002307110
908	0.0002306253
909	0.0002305098
910	0.0002306588
911	0.0002306402
912	0.0002307631
913	0.0002305322
914	0.0002305582
915	0.0002306551
916	0.0002307147
917	0.0002306625
918	0.0002305880
919	0.0002305024
920	0.0002305992
921	0.0002307594
922	0.0002306663
923	0.0002305359
924	0.0002305098
925	0.0002305582
926	0.0002305955
927	0.0002306961
928	0.0002305955
929	0.0002305620
930	0.0002305471
931	0.0002305806
932	0.0002306327
933	0.0002306216
934	0.0002305284
935	0.0002305731
936	0.0002306216
937	0.0002306104
938	0.0002305582
939	0.0002305582
940	0.0002304837
941	0.0002304874
942	0.0002306178
943	0.0002306029
944	0.0002304651
945	0.0002304465
946	0.0002305098
947	0.0002306663
948	0.0002305880
949	0.0002305173
950	0.0002304576
951	0.0002304725
952	0.0002305471
953	0.0002304278
954	0.0002303980
955	0.0002304539
956	0.0002306327
957	0.0002306104
958	0.0002305173
959	0.0002304316
960	0.0002305210
961	0.0002305992
962	0.0002304949
963	0.0002304465
964	0.0002304092
965	0.0002305396
966	0.0002305024
967	0.0002305731
968	0.0002303757
969	0.0002304018
970	0.0002305843
971	0.0002304949
972	0.0002305061
973	0.0002302863
974	0.0002305210
975	0.0002306216
976	0.0002305173
977	0.0002304092
978	0.0002304018
979	0.0002304614
980	0.0002304614
981	0.0002304278
982	0.0002304465
983	0.0002303533
984	0.0002303943
985	0.0002303459
986	0.0002304912
987	0.0002303459
988	0.0002303049
989	0.0002304427
990	0.0002304763
991	0.0002304837
992	0.0002303794
993	0.0002303347
994	0.0002303384
995	0.0002304390
996	0.0002305173
997	0.0002304204
998	0.0002303235
999	0.0002303645
1000	0.0002303273
1001	0.0002304055
1002	0.0002304614
1003	0.0002302826
1004	0.0002303198
1005	0.0002303682
1006	0.0002304837
1007	0.0002302975
1008	0.0002303049
1009	0.0002304241
1010	0.0002302863
1011	0.0002303571
1012	0.0002303757
1013	0.0002302453
1014	0.0002302304
1015	0.0002302826
1016	0.0002303943
1017	0.0002303235
1018	0.0002303533
1019	0.0002302639
1020	0.0002303124
1021	0.0002303235
1022	0.0002303794
1023	0.0002302379
1024	0.0002302937
1025	0.0002302639
1026	0.0002303198
1027	0.0002304241
1028	0.0002302900
1029	0.0002302714
1030	0.0002302192
1031	0.0002302192
1032	0.0002303161
1033	0.0002303906
1034	0.0002302453
1035	0.0002302565
1036	0.0002302714
1037	0.0002303124
1038	0.0002303347
1039	0.0002301745
1040	0.0002301783
1041	0.0002302900
1042	0.0002303533
1043	0.0002302863
1044	0.0002301745
1045	0.0002301596
1046	0.0002303422
1047	0.0002302975
1048	0.0002302826
1049	0.0002301484
1050	0.0002302043
1051	0.0002303496
1052	0.0002302118
1053	0.0002302490
1054	0.0002301075
1055	0.0002301522
1056	0.0002303496
1057	0.0002303049
1058	0.0002301820
1059	0.0002300963
1060	0.0002302006
1061	0.0002303161
1062	0.0002302528
1063	0.0002302714
1064	0.0002302081
1065	0.0002302043
1066	0.0002301596
1067	0.0002302267
1068	0.0002301969
1069	0.0002300404
1070	0.0002300628
1071	0.0002302975
1072	0.0002302826
1073	0.0002301373
1074	0.0002301224
1075	0.0002301671
1076	0.0002301596
1077	0.0002301522
1078	0.0002300739
1079	0.0002301075
1080	0.0002302192
1081	0.0002302751
1082	0.0002301745
1083	0.0002300851
1084	0.0002300963
1085	0.0002302565
1086	0.0002302230
1087	0.0002302006
1088	0.0002300888
1089	0.0002300292
1090	0.0002301298
1091	0.0002303794
1092	0.0002302230
1093	0.0002300739
1094	0.0002301224
1095	0.0002301112
1096	0.0002303533
1097	0.0002300739
1098	0.0002301224
1099	0.0002301708
1100	0.0002302639
1101	0.0002302081
1102	0.0002300553
1103	0.0002300739
1104	0.0002300926
1105	0.0002302826
1106	0.0002301633
1107	0.0002301894
1108	0.0002298355
1109	0.0002301745
1110	0.0002304763
1111	0.0002302304
1112	0.0002300590
1113	0.0002300181
1114	0.0002299026
1115	0.0002301186
1116	0.0002301037
