No	ai0
635	0.0002706424
636	0.0002727136
637	0.0002721064
638	0.0002720989
639	0.0002708137
640	0.0002722182
641	0.0002715513
642	0.0002712496
643	0.0002710894
644	0.0002712719
645	0.0002715103
646	0.0002709478
647	0.0002721287
648	0.0002715215
649	0.0002719835
650	0.0002715513
651	0.0002704002
652	0.0002718792
653	0.0002699718
654	0.0002726801
655	0.0002718717
656	0.0002723523
657	0.0002709143
658	0.0002712086
659	0.0002716445
660	0.0002722107
661	0.0002724193
662	0.0002722070
663	0.0002723783
664	0.0002703928
665	0.0002706237
666	0.0002705716
667	0.0002713576
668	0.0002715513
669	0.0002713837
670	0.0002708025
671	0.0002715476
672	0.0002712682
673	0.0002706200
674	0.0002719499
675	0.0002707467
676	0.0002711974
677	0.0002706535
678	0.0002716519
679	0.0002719872
680	0.0002708994
681	0.0002710000
682	0.0002708808
683	0.0002698936
684	0.0002712682
685	0.0002716184
686	0.0002715290
687	0.0002707057
688	0.0002709665
689	0.0002714433
690	0.0002708733
691	0.0002714619
692	0.0002711155
693	0.0002699383
694	0.0002709851
695	0.0002705194
696	0.0002705492
697	0.0002695657
698	0.0002706871
699	0.0002703443
700	0.0002703630
701	0.0002705828
702	0.0002710745
703	0.0002711974
704	0.0002712570
705	0.0002701879
706	0.0002713092
707	0.0002712757
708	0.0002707280
709	0.0002706573
710	0.0002695993
711	0.0002709665
712	0.0002708957
713	0.0002711080
714	0.0002707057
715	0.0002719760
716	0.0002714023
717	0.0002700538
718	0.0002710968
719	0.0002706759
720	0.0002708323
721	0.0002705120
722	0.0002704002
723	0.0002713241
724	0.0002701692
725	0.0002711453
726	0.0002701692
727	0.0002712123
728	0.0002710670
729	0.0002713949
730	0.0002706200
731	0.0002710112
732	0.0002708920
733	0.0002700910
734	0.0002698377
735	0.0002702587
736	0.0002710149
737	0.0002711527
738	0.0002703928
739	0.0002701394
740	0.0002696999
741	0.0002701506
742	0.0002704561
743	0.0002701543
744	0.0002705380
745	0.0002699867
746	0.0002708621
747	0.0002709404
748	0.0002700947
749	0.0002708621
750	0.0002714619
751	0.0002710186
752	0.0002705082
753	0.0002703928
754	0.0002700128
755	0.0002694316
756	0.0002694130
757	0.0002704151
758	0.0002699122
759	0.0002706237
760	0.0002695918
761	0.0002697967
762	0.0002706126
763	0.0002696850
764	0.0002700426
765	0.0002695844
766	0.0002706647
767	0.0002706833
768	0.0002692416
769	0.0002691969
770	0.0002703034
771	0.0002697148
772	0.0002705380
773	0.0002704263
774	0.0002712943
775	0.0002697483
776	0.0002701394
777	0.0002702028
778	0.0002705269
779	0.0002696067
780	0.0002698600
781	0.0002698973
782	0.0002694540
783	0.0002702214
784	0.0002705790
785	0.0002702475
786	0.0002701096
787	0.0002697110
788	0.0002695620
789	0.0002706982
790	0.0002696328
791	0.0002713874
792	0.0002697781
793	0.0002701245
794	0.0002693422
795	0.0002699495
796	0.0002697930
797	0.0002693832
798	0.0002689436
799	0.0002688691
800	0.0002702214
801	0.0002700873
802	0.0002705231
803	0.0002696477
804	0.0002700947
805	0.0002692193
806	0.0002698302
807	0.0002687350
808	0.0002689846
809	0.0002697036
810	0.0002695359
811	0.0002696328
812	0.0002692118
813	0.0002699718
814	0.0002694950
815	0.0002693273
816	0.0002695210
817	0.0002700091
818	0.0002691709
819	0.0002697557
820	0.0002691522
821	0.0002707318
822	0.0002699979
823	0.0002695061
824	0.0002692230
825	0.0002691187
826	0.0002699085
827	0.0002691038
828	0.0002694726
829	0.0002695508
830	0.0002693795
831	0.0002684444
832	0.0002688654
833	0.0002694726
834	0.0002690964
835	0.0002691485
836	0.0002698191
837	0.0002699085
838	0.0002684891
839	0.0002693981
840	0.0002693348
841	0.0002689324
842	0.0002689883
843	0.0002691001
844	0.0002694354
845	0.0002694652
846	0.0002684109
847	0.0002690368
848	0.0002694838
849	0.0002690517
850	0.0002696663
851	0.0002691038
852	0.0002695024
853	0.0002687872
854	0.0002690181
855	0.0002687872
856	0.0002690554
857	0.0002692305
858	0.0002694540
859	0.0002688728
860	0.0002695210
861	0.0002684742
862	0.0002689064
863	0.0002689660
864	0.0002683774
865	0.0002690554
866	0.0002690107
867	0.0002691709
868	0.0002689734
869	0.0002688021
870	0.0002691783
871	0.0002689026
872	0.0002701208
873	0.0002695993
874	0.0002688766
875	0.0002698600
876	0.0002678149
877	0.0002686382
878	0.0002686419
879	0.0002691709
880	0.0002693869
881	0.0002683178
882	0.0002693311
883	0.0002697446
884	0.0002691075
885	0.0002683476
886	0.0002686940
887	0.0002697036
888	0.0002692007
889	0.0002689213
890	0.0002686009
891	0.0002690479
892	0.0002700612
893	0.0002688542
894	0.0002677255
895	0.0002684444
896	0.0002691262
897	0.0002690032
898	0.0002679080
899	0.0002683550
900	0.0002684817
901	0.0002690330
902	0.0002674870
903	0.0002669245
904	0.0002694763
905	0.0002709888
906	0.0002666973
907	0.0002686456
908	0.0002681092
909	0.0002671927
910	0.0002708882
911	0.0002682731
912	0.0002680905
913	0.0002671071
914	0.0002673939
915	0.0002670586
916	0.0002675466
917	0.0002683625
918	0.0002682507
919	0.0002678521
920	0.0002680160
921	0.0002679266
922	0.0002677739
923	0.0002679043
924	0.0002681576
925	0.0002681241
926	0.0002678037
927	0.0002678149
928	0.0002675131
929	0.0002678670
930	0.0002678894
931	0.0002678260
932	0.0002676658
933	0.0002676770
934	0.0002676808
935	0.0002678745
936	0.0002676100
937	0.0002677776
938	0.0002678186
939	0.0002677925
940	0.0002677031
941	0.0002676957
942	0.0002675019
943	0.0002677515
944	0.0002677776
945	0.0002677180
946	0.0002675988
947	0.0002675802
948	0.0002676249
949	0.0002677888
950	0.0002676919
951	0.0002676435
952	0.0002676137
953	0.0002677106
954	0.0002676621
955	0.0002676658
956	0.0002675131
957	0.0002675243
958	0.0002676584
959	0.0002676323
960	0.0002676211
961	0.0002675764
962	0.0002675392
963	0.0002676100
964	0.0002675913
965	0.0002675913
966	0.0002675466
967	0.0002674796
968	0.0002675913
969	0.0002676025
970	0.0002674423
971	0.0002675913
972	0.0002674908
973	0.0002675243
974	0.0002675280
975	0.0002674535
976	0.0002675243
977	0.0002673753
978	0.0002673939
979	0.0002675764
980	0.0002673306
981	0.0002674125
982	0.0002674908
983	0.0002674312
984	0.0002674982
985	0.0002673678
986	0.0002674647
987	0.0002674498
988	0.0002674908
989	0.0002673380
990	0.0002673567
991	0.0002671965
992	0.0002674870
993	0.0002674610
994	0.0002673306
995	0.0002674163
996	0.0002673119
997	0.0002673455
998	0.0002673417
999	0.0002673641
1000	0.0002673194
1001	0.0002672076
1002	0.0002671518
1003	0.0002672598
1004	0.0002672263
1005	0.0002672784
1006	0.0002672114
1007	0.0002672263
1008	0.0002672225
1009	0.0002672598
1010	0.0002671331
1011	0.0002672672
1012	0.0002673529
1013	0.0002672076
1014	0.0002671890
1015	0.0002671704
1016	0.0002672114
1017	0.0002672561
1018	0.0002672412
1019	0.0002671369
1020	0.0002672486
1021	0.0002670661
1022	0.0002672747
1023	0.0002672896
1024	0.0002671927
1025	0.0002671369
1026	0.0002672225
1027	0.0002672859
1028	0.0002672002
1029	0.0002671220
1030	0.0002671406
1031	0.0002671145
1032	0.0002671965
1033	0.0002671629
1034	0.0002670065
1035	0.0002669469
1036	0.0002671257
1037	0.0002671927
1038	0.0002669618
1039	0.0002670363
1040	0.0002670214
1041	0.0002670586
1042	0.0002671443
1043	0.0002670102
1044	0.0002670102
1045	0.0002669692
1046	0.0002669841
1047	0.0002671331
1048	0.0002669692
1049	0.0002669953
1050	0.0002669841
1051	0.0002669804
1052	0.0002670065
1053	0.0002668873
1054	0.0002666824
1055	0.0002670288
1056	0.0002669059
1057	0.0002668835
1058	0.0002669469
1059	0.0002669431
1060	0.0002668463
1061	0.0002671220
1062	0.0002669916
1063	0.0002669133
1064	0.0002668314
1065	0.0002669878
1066	0.0002669804
1067	0.0002667084
1068	0.0002669841
1069	0.0002668537
1070	0.0002669096
1071	0.0002667420
1072	0.0002667867
1073	0.0002669543
1074	0.0002670214
1075	0.0002669804
1076	0.0002665818
1077	0.0002670437
1078	0.0002668500
1079	0.0002668053
1080	0.0002669320
1081	0.0002669431
1082	0.0002667383
1083	0.0002667941
1084	0.0002668202
1085	0.0002668612
1086	0.0002669431
1087	0.0002668239
1088	0.0002667979
1089	0.0002668463
1090	0.0002667755
1091	0.0002666824
1092	0.0002667494
1093	0.0002668090
1094	0.0002667457
1095	0.0002668351
1096	0.0002667792
1097	0.0002666637
1098	0.0002666898
1099	0.0002667532
1100	0.0002667755
1101	0.0002667606
1102	0.0002667308
1103	0.0002667047
1104	0.0002665594
1105	0.0002667084
1106	0.0002667681
1107	0.0002667532
1108	0.0002666712
1109	0.0002665334
1110	0.0002666116
1111	0.0002666004
1112	0.0002665334
1113	0.0002667308
1114	0.0002666637
1115	0.0002668537
1116	0.0002665445
1117	0.0002666377
1118	0.0002666526
1119	0.0002667345
1120	0.0002664887
1121	0.0002666041
1122	0.0002665110
1123	0.0002664775
1124	0.0002666786
1125	0.0002666265
1126	0.0002665632
1127	0.0002665781
1128	0.0002664849
1129	0.0002665557
1130	0.0002666004
1131	0.0002666079
1132	0.0002666041
1133	0.0002666116
1134	0.0002665706
1135	0.0002664812
1136	0.0002664663
1137	0.0002664924
1138	0.0002664179
1139	0.0002665185
1140	0.0002665632
1141	0.0002664849
1142	0.0002664067
1143	0.0002663993
1144	0.0002665110
1145	0.0002665892
1146	0.0002665371
1147	0.0002664030
1148	0.0002663732
1149	0.0002664477
1150	0.0002664179
1151	0.0002664440
1152	0.0002663769
1153	0.0002663545
1154	0.0002663471
1155	0.0002663620
1156	0.0002663508
1157	0.0002664179
1158	0.0002662279
1159	0.0002664514
1160	0.0002663471
1161	0.0002664179
1162	0.0002663732
1163	0.0002663098
1164	0.0002663657
1165	0.0002663136
1166	0.0002664216
1167	0.0002661869
1168	0.0002663210
1169	0.0002663620
1170	0.0002662800
1171	0.0002663993
1172	0.0002663508
1173	0.0002663881
1174	0.0002661273
1175	0.0002661906
1176	0.0002662242
1177	0.0002662540
1178	0.0002663322
1179	0.0002662540
1180	0.0002662912
1181	0.0002662167
1182	0.0002661534
1183	0.0002662875
1184	0.0002661422
1185	0.0002662353
1186	0.0002662614
1187	0.0002661497
1188	0.0002661906
1189	0.0002662018
1190	0.0002661720
1191	0.0002660938
1192	0.0002662353
1193	0.0002662987
1194	0.0002664775
1195	0.0002661534
1196	0.0002663545
1197	0.0002660565
1198	0.0002661981
1199	0.0002660491
1200	0.0002661348
1201	0.0002660602
1202	0.0002658740
1203	0.0002660863
1204	0.0002661385
1205	0.0002661161
1206	0.0002660006
1207	0.0002661199
1208	0.0002661906
1209	0.0002661571
1210	0.0002660602
1211	0.0002660006
1212	0.0002659857
1213	0.0002661646
1214	0.0002661832
1215	0.0002660044
1216	0.0002659671
1217	0.0002661199
1218	0.0002659820
1219	0.0002660640
1220	0.0002658665
1221	0.0002658814
1222	0.0002659895
1223	0.0002660118
1224	0.0002658777
1225	0.0002658628
1226	0.0002660230
1227	0.0002659783
1228	0.0002660714
1229	0.0002658405
