No	ai0
285	0.0001587607
286	0.0001607575
287	0.0001609549
288	0.0001613423
289	0.0001613721
290	0.0001613535
291	0.0001613163
292	0.0001613423
293	0.0001613945
294	0.0001613759
295	0.0001612939
296	0.0001612753
297	0.0001613833
298	0.0001612939
299	0.0001613274
300	0.0001613014
301	0.0001613833
302	0.0001614541
303	0.0001613610
304	0.0001613945
305	0.0001613870
306	0.0001614988
307	0.0001613014
308	0.0001613982
309	0.0001612529
310	0.0001613759
311	0.0001612567
312	0.0001612231
313	0.0001616404
314	0.0001610667
315	0.0001612045
316	0.0001612641
317	0.0001612380
318	0.0001614876
319	0.0001612231
320	0.0001613014
321	0.0001613908
322	0.0001612790
323	0.0001612343
324	0.0001614429
325	0.0001612604
326	0.0001612827
327	0.0001612716
328	0.0001612380
329	0.0001613386
330	0.0001613572
331	0.0001612939
332	0.0001612902
333	0.0001613349
334	0.0001613535
335	0.0001612902
336	0.0001614094
337	0.0001613982
338	0.0001613498
339	0.0001614094
340	0.0001613014
341	0.0001613088
342	0.0001613945
343	0.0001613572
344	0.0001613014
345	0.0001613088
346	0.0001612790
347	0.0001613200
348	0.0001614355
349	0.0001614876
350	0.0001613535
351	0.0001612343
352	0.0001613982
353	0.0001613349
354	0.0001613721
355	0.0001612976
356	0.0001613200
357	0.0001612157
358	0.0001612790
359	0.0001614429
360	0.0001613647
361	0.0001614168
362	0.0001612455
363	0.0001614094
364	0.0001612417
365	0.0001614541
366	0.0001612865
367	0.0001612976
368	0.0001614317
369	0.0001622215
370	0.0001615547
371	0.0001613535
372	0.0001614243
373	0.0001612641
374	0.0001614057
375	0.0001614206
376	0.0001613423
377	0.0001613200
378	0.0001612939
379	0.0001613163
380	0.0001612865
381	0.0001613312
382	0.0001612902
383	0.0001614019
384	0.0001613423
385	0.0001613051
386	0.0001612529
387	0.0001613163
388	0.0001613870
389	0.0001612976
390	0.0001612902
391	0.0001611896
392	0.0001613572
393	0.0001614243
394	0.0001612827
395	0.0001613014
396	0.0001613535
397	0.0001615286
398	0.0001611933
399	0.0001612417
400	0.0001613237
401	0.0001612790
402	0.0001611859
403	0.0001613610
404	0.0001613572
405	0.0001612417
406	0.0001611970
407	0.0001613833
408	0.0001613870
409	0.0001612716
410	0.0001613237
411	0.0001611598
412	0.0001612902
413	0.0001613125
414	0.0001612976
415	0.0001613051
416	0.0001613274
417	0.0001613535
418	0.0001613684
419	0.0001612455
420	0.0001611970
421	0.0001612865
422	0.0001612641
423	0.0001612753
424	0.0001613088
425	0.0001613014
426	0.0001613349
427	0.0001612678
428	0.0001612380
429	0.0001612567
430	0.0001612604
431	0.0001612753
432	0.0001613051
433	0.0001612753
434	0.0001612641
435	0.0001611859
436	0.0001613498
437	0.0001613274
438	0.0001613721
439	0.0001614168
440	0.0001611933
441	0.0001613051
442	0.0001612753
443	0.0001613982
444	0.0001613423
445	0.0001613945
446	0.0001613908
447	0.0001613349
448	0.0001613349
449	0.0001613349
450	0.0001613125
451	0.0001612604
452	0.0001613721
453	0.0001612306
454	0.0001611821
455	0.0001613088
456	0.0001612008
457	0.0001613163
458	0.0001612343
459	0.0001612641
460	0.0001612380
461	0.0001613312
462	0.0001612231
463	0.0001613423
464	0.0001613535
465	0.0001612753
466	0.0001612157
467	0.0001612865
468	0.0001613572
469	0.0001612417
470	0.0001613163
471	0.0001612119
472	0.0001613423
473	0.0001613312
474	0.0001613982
475	0.0001611747
476	0.0001613237
477	0.0001612380
478	0.0001612268
479	0.0001612343
480	0.0001612827
481	0.0001612939
482	0.0001612604
483	0.0001612567
484	0.0001612678
485	0.0001613051
486	0.0001612380
487	0.0001613945
488	0.0001613498
489	0.0001612790
490	0.0001612567
491	0.0001612567
492	0.0001612045
493	0.0001612194
494	0.0001613572
495	0.0001612716
496	0.0001613759
497	0.0001614131
498	0.0001612567
499	0.0001614429
500	0.0001613423
501	0.0001613274
502	0.0001612641
503	0.0001613163
504	0.0001613423
505	0.0001614019
506	0.0001612567
507	0.0001613312
508	0.0001612865
509	0.0001613498
510	0.0001613014
511	0.0001615100
512	0.0001615957
513	0.0001613833
514	0.0001613498
515	0.0001612492
516	0.0001612529
517	0.0001613945
518	0.0001613610
519	0.0001612976
520	0.0001613088
521	0.0001613461
522	0.0001612976
523	0.0001612976
524	0.0001614019
525	0.0001613423
526	0.0001611933
527	0.0001612119
528	0.0001613237
529	0.0001613163
530	0.0001613610
531	0.0001613163
532	0.0001612343
533	0.0001612939
534	0.0001612678
535	0.0001612865
536	0.0001612604
537	0.0001613759
538	0.0001612455
539	0.0001612231
540	0.0001612417
541	0.0001613088
542	0.0001613498
543	0.0001613051
544	0.0001613051
545	0.0001614019
547	0.0001613274
548	0.0001611970
549	0.0001612865
550	0.0001612157
551	0.0001612157
